Date,Open,High,Low,Close,Adj Close,Volume
2007-10-17,114.620003,114.620003,110.110001,114.230003,114.230003,21936100
2007-10-18,113.459999,117.919998,113.000000,117.110001,117.110001,18737600
2007-10-19,117.330002,117.480003,113.709999,114.970001,114.970001,23285900
2007-10-22,112.169998,115.010002,110.730003,113.379997,113.379997,19139900
2007-10-23,116.040001,128.360001,114.000000,124.529999,124.529999,45980300
2007-10-24,124.309998,127.379997,118.769997,123.900002,123.900002,39327300
2007-10-25,124.750000,125.260002,118.029999,118.940002,118.940002,24659500
2007-10-26,121.260002,121.639999,116.800003,119.809998,119.809998,21480400
2007-10-29,121.610001,123.000000,118.879997,122.059998,122.059998,16215200
2007-10-30,121.160004,122.790001,120.559998,121.199997,121.199997,13974100
2007-10-31,122.050003,124.510002,118.629997,124.510002,124.510002,17486300
2007-11-01,122.639999,125.139999,121.339996,122.080002,122.080002,15503000
2007-11-02,124.150002,127.160004,122.550003,126.949997,126.949997,21077300
2007-11-05,125.470001,131.470001,124.910004,127.970001,127.970001,25313800
2007-11-06,131.619995,131.899994,128.600006,131.039993,131.039993,21244200
2007-11-07,131.949997,137.009995,131.800003,133.029999,133.029999,31690100
2007-11-08,133.009995,133.479996,115.879997,124.480003,124.480003,50345700
2007-11-09,118.440002,120.160004,111.760002,113.220001,113.220001,45184800
2007-11-12,111.669998,113.669998,100.010002,102.599998,102.599998,50532800
2007-11-13,107.519997,112.889999,105.610001,112.550003,112.550003,45072600
2007-11-14,118.239998,118.339996,109.120003,109.949997,109.949997,33257200
2007-11-15,108.550003,110.489998,100.500000,103.010002,103.010002,46642100
2007-11-16,104.150002,108.150002,96.800003,107.570000,107.570000,57351700
2007-11-19,106.300003,109.739998,104.089996,108.209999,108.209999,36455600
2007-11-20,109.809998,115.500000,106.029999,110.000000,110.000000,45629400
2007-11-21,107.360001,113.989998,106.120003,111.019997,111.019997,32029600
2007-11-23,113.050003,117.000000,111.730003,113.849998,113.849998,10953000
2007-11-26,114.919998,117.570000,111.099998,111.540001,111.540001,30440600
2007-11-27,113.110001,115.910004,110.379997,115.680000,115.680000,30966900
2007-11-28,118.000000,121.949997,117.550003,121.349998,121.349998,27520000
2007-11-29,121.169998,123.739998,120.540001,122.080002,122.080002,21219000
2007-11-30,124.110001,124.500000,112.680000,113.820000,113.820000,47718600
2007-12-03,109.419998,109.599998,104.699997,104.750000,104.750000,35284500
2007-12-04,104.230003,107.680000,100.040001,101.500000,101.500000,40143800
2007-12-05,106.190002,106.849998,100.000000,100.959999,100.959999,44161200
2007-12-06,100.099998,104.760002,98.830002,103.879997,103.879997,29181500
2007-12-07,105.379997,105.870003,103.019997,103.650002,103.650002,22411000
2007-12-10,103.949997,104.800003,101.500000,102.379997,102.379997,18762000
2007-12-11,102.839996,103.379997,97.400002,97.889999,97.889999,26047100
2007-12-12,100.730003,101.389999,98.330002,100.209999,100.209999,26703700
2007-12-13,99.980003,104.500000,98.650002,104.300003,104.300003,25444000
2007-12-14,103.839996,109.209999,103.669998,105.980003,105.980003,28357800
2007-12-17,105.500000,106.930000,100.050003,100.260002,100.260002,22651500
2007-12-18,102.199997,102.660004,98.800003,100.690002,100.690002,24099200
2007-12-19,100.870003,103.360001,100.500000,102.129997,102.129997,21085900
2007-12-20,105.500000,108.000000,104.260002,106.989998,106.989998,44462600
2007-12-21,122.160004,122.160004,116.370003,118.629997,118.629997,56371700
2007-12-24,119.269997,119.610001,117.580002,117.980003,117.980003,10351100
2007-12-26,117.089996,120.750000,114.370003,118.940002,118.940002,21320800
2007-12-27,117.669998,120.980003,117.000000,117.360001,117.360001,16631500
2007-12-28,118.279999,119.199997,115.970001,116.940002,116.940002,13955700
2007-12-31,117.000000,117.209999,113.279999,113.400002,113.400002,16673200
2008-01-02,114.449997,116.050003,111.199997,113.709999,113.709999,24207000
2008-01-03,113.709999,114.330002,112.489998,112.820000,112.820000,15092100
2008-01-04,109.709999,110.430000,103.279999,103.349998,103.349998,27656100
2008-01-07,103.839996,104.970001,95.760002,99.830002,99.830002,41221400
2008-01-08,101.230003,103.839996,95.690002,96.440002,96.440002,32615300
2008-01-09,95.220001,98.550003,91.190002,98.550003,98.550003,41337700
2008-01-10,96.959999,101.379997,95.860001,100.660004,100.660004,31524700
2008-01-11,97.959999,98.839996,92.260002,93.699997,93.699997,34950300
2008-01-14,95.769997,97.250000,93.400002,96.349998,96.349998,23102000
2008-01-15,94.750000,95.129997,90.010002,90.930000,90.930000,27966900
2008-01-16,87.089996,92.089996,85.099998,89.300003,89.300003,39423900
2008-01-17,90.239998,92.309998,86.529999,87.029999,87.029999,29251200
2008-01-18,88.970001,91.480003,86.870003,88.580002,88.580002,31492900
2008-01-22,81.430000,91.250000,80.199997,90.089996,90.089996,34866300
2008-01-23,84.589996,88.650002,80.610001,88.000000,88.000000,41070700
2008-01-24,89.800003,95.169998,89.000000,95.000000,95.000000,27457500
2008-01-25,97.949997,99.489998,91.000000,91.050003,91.050003,26879100
2008-01-28,90.419998,93.330002,89.760002,92.070000,92.070000,18999100
2008-01-29,93.839996,94.070000,89.910004,91.150002,91.150002,17435200
2008-01-30,90.860001,96.680000,90.099998,93.790001,93.790001,24137100
2008-01-31,91.190002,94.930000,89.750000,93.879997,93.879997,27218000
2008-02-01,94.050003,94.690002,91.510002,92.239998,92.239998,17341300
2008-02-04,92.839996,95.059998,91.820000,93.169998,93.169998,14520400
2008-02-05,92.089996,93.379997,88.029999,88.300003,88.300003,22828500
2008-02-06,89.650002,89.860001,83.660004,84.099998,84.099998,24447100
2008-02-07,82.070000,87.919998,81.959999,84.949997,84.949997,34282800
2008-02-08,85.300003,90.000000,85.099998,89.709999,89.709999,22987800
2008-02-11,91.099998,95.000000,91.050003,94.470001,94.470001,26205500
2008-02-12,94.349998,95.500000,90.300003,91.500000,91.500000,26061800
2008-02-13,92.599998,96.980003,92.480003,96.760002,96.760002,21001600
2008-02-14,96.570000,98.150002,95.000000,95.540001,95.540001,18287500
2008-02-15,94.220001,95.250000,93.360001,95.190002,95.190002,13756400
2008-02-19,96.400002,97.050003,92.180000,92.889999,92.889999,17018900
2008-02-20,92.029999,98.099998,91.730003,97.910004,97.910004,21376100
2008-02-21,108.820000,109.199997,105.709999,106.690002,106.690002,43478300
2008-02-22,106.180000,107.989998,103.349998,107.949997,107.949997,21958900
2008-02-25,107.000000,110.489998,106.820000,108.709999,108.709999,22451800
2008-02-26,108.029999,109.309998,105.010002,107.750000,107.750000,18749600
2008-02-27,106.639999,112.190002,106.510002,111.500000,111.500000,22025400
2008-02-28,110.599998,112.260002,108.379997,109.050003,109.050003,16875900
2008-02-29,108.269997,109.629997,103.620003,103.800003,103.800003,16464700
2008-03-03,103.279999,104.000000,98.029999,100.150002,100.150002,24071100
2008-03-04,100.180000,104.750000,98.000000,104.660004,104.660004,24041600
2008-03-05,104.489998,105.279999,100.800003,101.730003,101.730003,24490800
2008-03-06,101.209999,103.110001,97.820000,97.919998,97.919998,23545700
2008-03-07,96.419998,99.919998,94.680000,98.040001,98.040001,26038600
2008-03-10,98.220001,98.360001,93.360001,93.589996,93.589996,17606600
2008-03-11,97.000000,100.779999,94.550003,100.739998,100.739998,21512300
2008-03-12,100.750000,102.889999,99.120003,101.389999,101.389999,19685200
2008-03-13,100.050003,106.199997,98.320000,105.650002,105.650002,26264800
2008-03-14,106.059998,106.690002,100.199997,101.690002,101.690002,22398900
2008-03-17,97.510002,100.389999,96.050003,98.120003,98.120003,21311600
2008-03-18,100.300003,105.120003,100.169998,105.000000,105.000000,18786100
2008-03-19,105.989998,106.000000,101.120003,101.120003,101.120003,17103600
2008-03-20,101.480003,106.139999,99.699997,104.940002,104.940002,18426100
2008-03-24,106.879997,112.239998,106.650002,111.830002,111.830002,20748200
2008-03-25,111.680000,117.330002,111.300003,115.949997,115.949997,27135300
2008-03-26,115.900002,118.349998,114.709999,118.150002,118.150002,20601100
2008-03-27,117.080002,117.540001,111.830002,112.150002,112.150002,24655300
2008-03-28,114.730003,116.550003,113.709999,115.339996,115.339996,18884300
2008-03-31,116.550003,117.000000,110.320000,112.230003,112.230003,24400700
2008-04-01,115.169998,117.510002,113.010002,117.480003,117.480003,22969900
2008-04-02,118.750000,120.070000,111.900002,115.790001,115.790001,44245600
2008-04-03,118.389999,124.029999,116.660004,122.580002,122.580002,53554500
2008-04-04,121.959999,123.190002,119.750000,119.989998,119.989998,24423100
2008-04-07,121.330002,121.940002,116.660004,118.070000,118.070000,21222300
2008-04-08,116.769997,121.019997,116.610001,120.980003,120.980003,20786900
2008-04-09,120.330002,120.830002,117.489998,118.160004,118.160004,17031800
2008-04-10,118.110001,121.449997,118.000000,120.680000,120.680000,21285500
2008-04-11,118.959999,119.769997,115.099998,115.849998,115.849998,19158600
2008-04-14,115.949997,117.150002,114.120003,115.470001,115.470001,15111900
2008-04-15,116.639999,117.239998,113.669998,115.650002,115.650002,13249900
2008-04-16,117.489998,120.860001,117.449997,120.120003,120.120003,16230700
2008-04-17,119.489998,120.239998,117.900002,118.629997,118.629997,13615300
2008-04-18,121.750000,124.949997,120.510002,123.220001,123.220001,20201600
2008-04-21,123.220001,126.599998,122.110001,126.199997,126.199997,17466700
2008-04-22,125.029999,125.150002,118.809998,121.330002,121.330002,20326700
2008-04-23,121.730003,122.739998,119.650002,120.830002,120.830002,14429100
2008-04-24,121.650002,125.260002,120.059998,123.660004,123.660004,17115800
2008-04-25,122.300003,122.559998,117.120003,120.040001,120.040001,18872200
2008-04-28,121.129997,123.610001,120.290001,122.389999,122.389999,11761000
2008-04-29,121.910004,127.580002,121.510002,126.290001,126.290001,16466700
2008-04-30,126.199997,127.300003,120.250000,121.629997,121.629997,19958500
2008-05-01,123.139999,128.000000,122.699997,128.000000,128.000000,20548900
2008-05-02,130.399994,132.600006,129.479996,131.919998,131.919998,18962500
2008-05-05,132.889999,135.850006,131.729996,133.179993,133.179993,15249700
2008-05-06,131.669998,133.350006,129.389999,132.100006,132.100006,15604700
2008-05-07,132.000000,134.119995,128.619995,129.979996,129.979996,17561300
2008-05-08,128.619995,132.550003,128.279999,131.179993,131.179993,15720700
2008-05-09,131.199997,134.639999,131.110001,132.770004,132.770004,15215200
2008-05-12,136.509995,143.080002,135.649994,141.970001,141.970001,33772200
2008-05-13,141.380005,141.399994,139.169998,140.839996,140.839996,20168100
2008-05-14,142.919998,144.500000,138.199997,138.559998,138.559998,20712700
2008-05-15,139.649994,140.899994,136.410004,140.710007,140.710007,21107500
2008-05-16,141.669998,142.830002,139.970001,140.360001,140.360001,14357200
2008-05-19,141.320007,143.000000,136.399994,137.630005,137.630005,14013700
2008-05-20,137.500000,138.750000,135.669998,138.600006,138.600006,15598700
2008-05-21,139.500000,140.699997,132.580002,132.889999,132.889999,18328500
2008-05-22,133.789993,133.990005,128.539993,130.490005,130.490005,19599600
2008-05-23,129.979996,132.300003,127.860001,131.639999,131.639999,15561000
2008-05-27,131.399994,135.669998,128.820007,135.130005,135.130005,17195100
2008-05-28,136.699997,137.919998,135.380005,137.800003,137.800003,17236000
2008-05-29,137.929993,140.050003,137.509995,138.979996,138.979996,13670100
2008-05-30,139.809998,140.740005,138.600006,138.869995,138.869995,10701500
2008-06-02,138.300003,138.300003,135.380005,137.020004,137.020004,10992700
2008-06-03,135.690002,137.610001,131.300003,133.509995,133.509995,16974800
2008-06-04,133.000000,136.500000,132.619995,134.289993,134.289993,15066300
2008-06-05,135.940002,137.679993,134.800003,135.589996,135.589996,16169800
2008-06-06,133.369995,134.589996,131.410004,131.410004,131.410004,13100300
2008-06-09,132.759995,134.839996,127.800003,134.119995,134.119995,16809600
2008-06-10,131.910004,135.440002,131.139999,134.949997,134.949997,15967400
2008-06-11,135.380005,135.789993,131.570007,131.789993,131.789993,13582600
2008-06-12,133.339996,134.119995,128.100006,129.589996,129.589996,15327400
2008-06-13,130.410004,133.190002,127.629997,132.960007,132.960007,15023900
2008-06-16,133.740005,142.119995,133.559998,140.979996,140.979996,21302900
2008-06-17,142.919998,145.940002,140.889999,142.160004,142.160004,21767700
2008-06-18,143.149994,144.660004,141.919998,144.449997,144.449997,16793900
2008-06-19,144.330002,148.130005,143.889999,147.550003,147.550003,18240000
2008-06-20,145.759995,146.539993,142.899994,144.559998,144.559998,14840100
2008-06-23,146.479996,147.500000,143.000000,143.059998,143.059998,15150700
2008-06-24,143.389999,143.990005,138.830002,140.479996,140.479996,16799000
2008-06-25,139.970001,142.399994,137.490005,142.339996,142.339996,31463000
2008-06-26,128.009995,128.979996,123.000000,123.459999,123.459999,47520400
2008-06-27,120.080002,122.120003,116.629997,120.980003,120.980003,31354200
2008-06-30,121.269997,121.339996,116.570000,116.900002,116.900002,21861000
2008-07-01,114.830002,123.500000,113.720001,123.269997,123.269997,26886700
2008-07-02,124.010002,124.500000,115.910004,116.199997,116.199997,21279300
2008-07-03,116.860001,118.089996,113.790001,115.040001,115.040001,12927000
2008-07-07,117.949997,118.550003,112.650002,115.660004,115.660004,20017600
2008-07-08,116.830002,122.160004,114.779999,122.040001,122.040001,23836500
2008-07-09,121.470001,122.129997,117.500000,117.540001,117.540001,18684100
2008-07-10,118.949997,119.870003,114.169998,117.129997,117.129997,17406900
2008-07-11,115.300003,117.000000,108.650002,109.790001,109.790001,30386000
2008-07-14,111.730003,112.500000,107.110001,107.839996,107.839996,20621000
2008-07-15,106.309998,109.440002,101.860001,105.849998,105.849998,28294100
2008-07-16,104.230003,111.940002,102.809998,111.000000,111.000000,26159000
2008-07-17,113.250000,114.370003,109.760002,110.779999,110.779999,19910700
2008-07-18,109.550003,115.260002,107.059998,112.849998,112.849998,19889700
2008-07-21,114.000000,117.300003,113.000000,115.029999,115.029999,15956000
2008-07-22,112.190002,114.099998,110.529999,113.529999,113.529999,17257800
2008-07-23,113.489998,119.599998,113.279999,117.660004,117.660004,18311600
2008-07-24,117.430000,119.489998,114.250000,114.550003,114.550003,13921200
2008-07-25,115.470001,117.650002,112.000000,117.430000,117.430000,14199700
2008-07-28,116.809998,118.180000,112.919998,113.510002,113.510002,11920000
2008-07-29,113.580002,116.720001,112.500000,116.059998,116.059998,16339700
2008-07-30,116.220001,119.519997,116.220001,119.220001,119.220001,14583000
2008-07-31,119.379997,124.949997,119.000000,122.820000,122.820000,20374300
2008-08-01,123.540001,123.860001,119.000000,120.150002,120.150002,15233600
2008-08-04,120.199997,120.760002,115.879997,116.430000,116.430000,11916500
2008-08-05,118.050003,122.180000,117.209999,121.980003,121.980003,14181300
2008-08-06,121.160004,128.929993,120.220001,127.300003,127.300003,22967800
2008-08-07,125.669998,128.389999,124.860001,127.250000,127.250000,18504600
2008-08-08,126.709999,133.889999,125.739998,133.750000,133.750000,20963100
2008-08-11,133.059998,135.000000,129.839996,131.419998,131.419998,17707600
2008-08-12,130.899994,132.500000,127.010002,128.289993,128.289993,14730600
2008-08-13,127.260002,129.809998,125.050003,126.900002,126.900002,17540000
2008-08-14,128.190002,131.320007,127.419998,130.729996,130.729996,17851500
2008-08-15,131.699997,132.410004,127.389999,128.800003,128.800003,13818000
2008-08-18,128.740005,129.729996,125.000000,127.010002,127.010002,11250300
2008-08-19,125.940002,128.429993,124.699997,125.949997,125.949997,11763000
2008-08-20,127.489998,131.000000,126.660004,130.279999,130.279999,13763200
2008-08-21,128.960007,133.839996,128.449997,132.300003,132.300003,13295000
2008-08-22,133.869995,134.000000,130.710007,131.449997,131.449997,10991500
2008-08-25,130.669998,132.449997,126.500000,127.029999,127.029999,11770100
2008-08-26,127.239998,129.399994,125.360001,127.180000,127.180000,11662600
2008-08-27,127.349998,130.350006,126.550003,128.220001,128.220001,11758100
2008-08-28,129.330002,129.399994,126.500000,126.650002,126.650002,14668000
2008-08-29,124.820000,124.980003,120.400002,121.599998,121.599998,16736400
2008-09-02,124.370003,124.849998,116.209999,118.349998,118.349998,19866700
2008-09-03,118.639999,118.699997,112.610001,114.779999,114.779999,22323000
2008-09-04,113.690002,115.099998,107.360001,107.489998,107.489998,28202200
2008-09-05,103.790001,109.000000,101.870003,106.949997,106.949997,30178700
2008-09-08,111.459999,111.680000,97.720001,102.669998,102.669998,46243800
2008-09-09,102.000000,106.290001,99.000000,99.300003,99.300003,26762900
2008-09-10,102.139999,106.080002,101.220001,104.610001,104.610001,24461100
2008-09-11,102.199997,109.449997,100.800003,109.320000,109.320000,27553100
2008-09-12,108.150002,110.000000,105.260002,105.669998,105.669998,20582900
2008-09-15,99.730003,102.250000,97.620003,98.269997,98.269997,24980900
2008-09-16,95.080002,102.949997,92.199997,100.720001,100.720001,30880900
2008-09-17,98.540001,101.070000,92.000000,93.000000,93.000000,29522000
2008-09-18,95.769997,100.000000,88.010002,98.180000,98.180000,34832800
2008-09-19,103.779999,107.900002,99.599998,103.440002,103.440002,30555700
2008-09-22,103.260002,103.279999,97.639999,97.839996,97.839996,16331000
2008-09-23,98.570000,100.849998,95.400002,96.970001,96.970001,25205200
2008-09-24,97.510002,98.989998,95.040001,96.709999,96.709999,17231100
2008-09-25,97.349998,100.959999,96.660004,97.529999,97.529999,39552900
2008-09-26,77.010002,77.750000,69.500000,70.760002,70.760002,95072500
2008-09-29,68.910004,69.349998,60.029999,61.730000,61.730000,45529700
2008-09-30,64.830002,68.699997,63.630001,68.300003,68.300003,36277200
2008-10-01,67.500000,68.129997,64.050003,66.930000,66.930000,28286400
2008-10-02,65.330002,66.669998,61.750000,62.000000,62.000000,23708700
2008-10-03,64.110001,66.949997,60.930000,60.959999,60.959999,31042800
2008-10-06,57.700001,59.950001,52.500000,59.660000,59.660000,46709800
2008-10-07,61.150002,61.450001,54.799999,55.049999,55.049999,39720200
2008-10-08,53.799999,61.310001,52.799999,57.599998,57.599998,52059600
2008-10-09,61.660000,62.369999,55.090000,59.029999,59.029999,35757300
2008-10-10,53.090000,59.500000,50.220001,55.279999,55.279999,60660200
2008-10-13,59.830002,64.250000,57.599998,63.869999,63.869999,29434500
2008-10-14,67.889999,68.230003,59.950001,60.119999,60.119999,37997500
2008-10-15,59.080002,61.500000,55.110001,55.750000,55.750000,31060400
2008-10-16,56.880001,59.560001,52.500000,59.240002,59.240002,35054400
2008-10-17,57.750000,61.680000,57.279999,59.009998,59.009998,29273300
2008-10-20,59.639999,59.810001,52.900002,53.910000,53.910000,41284000
2008-10-21,52.810001,54.980000,50.500000,50.529999,50.529999,36892700
2008-10-22,48.919998,52.849998,47.000000,48.650002,48.650002,52886900
2008-10-23,48.970001,49.630001,44.049999,46.200001,46.200001,38055800
2008-10-24,41.000000,46.000000,40.209999,44.959999,44.959999,36051200
2008-10-27,45.439999,46.570000,42.500000,42.660000,42.660000,24759700
2008-10-28,44.099998,47.299999,41.189999,46.990002,46.990002,33479700
2008-10-29,46.700001,49.310001,46.009998,47.820000,47.820000,31767100
2008-10-30,48.599998,49.040001,46.029999,47.389999,47.389999,24493900
2008-10-31,46.700001,51.610001,46.400002,50.430000,50.430000,34595600
2008-11-03,50.790001,53.950001,50.709999,53.529999,53.529999,24667600
2008-11-04,54.610001,55.869999,53.360001,55.560001,55.560001,26197300
2008-11-05,55.209999,57.880001,52.610001,52.970001,52.970001,28722900
2008-11-06,51.860001,52.439999,47.500000,47.959999,47.959999,31122200
2008-11-07,48.450001,49.750000,46.840000,48.650002,48.650002,23170900
2008-11-10,49.830002,50.000000,46.080002,46.580002,46.580002,18544500
2008-11-11,46.279999,47.500000,44.070000,45.889999,45.889999,26689900
2008-11-12,45.580002,46.459999,42.730000,43.200001,43.200001,19921400
2008-11-13,43.369999,44.099998,38.549999,43.799999,43.799999,46580500
2008-11-14,42.169998,42.720001,39.799999,40.000000,40.000000,26121000
2008-11-17,39.660000,43.759998,39.250000,42.240002,42.240002,29877000
2008-11-18,43.160000,48.320000,42.450001,47.250000,47.250000,41142200
2008-11-19,48.009998,48.830002,45.110001,45.330002,45.330002,33783400
2008-11-20,44.169998,45.900002,41.400002,41.520000,41.520000,30406300
2008-11-21,43.470001,45.259998,41.310001,44.799999,44.799999,31456800
2008-11-24,45.790001,48.259998,44.810001,45.259998,45.259998,31147200
2008-11-25,45.910000,45.910000,40.259998,41.500000,41.500000,37707500
2008-11-26,41.500000,45.360001,41.500000,44.700001,44.700001,26639800
2008-11-28,43.480000,44.320000,41.930000,42.470001,42.470001,8966600
2008-12-01,42.020000,44.330002,39.730000,39.799999,39.799999,27223300
2008-12-02,40.450001,40.500000,35.759998,37.320000,37.320000,41782200
2008-12-03,35.400002,39.860001,35.090000,38.959999,38.959999,57122200
2008-12-04,38.189999,39.270000,36.520000,37.200001,37.200001,21447100
2008-12-05,36.599998,39.730000,36.500000,39.490002,39.490002,21494300
2008-12-08,40.950001,42.209999,39.759998,40.849998,40.849998,22838700
2008-12-09,40.320000,41.169998,38.970001,39.209999,39.209999,21184500
2008-12-10,39.610001,40.160000,38.000000,38.430000,38.430000,16983100
2008-12-11,38.400002,39.310001,37.299999,37.459999,37.459999,15304800
2008-12-12,36.500000,39.500000,36.310001,38.820000,38.820000,16221800
2008-12-15,39.200001,39.380001,36.700001,36.860001,36.860001,17043300
2008-12-16,37.279999,40.000000,36.950001,39.939999,39.939999,21928700
2008-12-17,39.669998,41.240002,39.029999,40.669998,40.669998,22905000
2008-12-18,39.849998,40.320000,38.200001,38.439999,38.439999,31137200
2008-12-19,39.840000,43.209999,39.799999,42.830002,42.830002,55424200
2008-12-22,43.000000,43.340000,40.810001,41.590000,41.590000,20674000
2008-12-23,41.830002,42.480000,41.139999,41.810001,41.810001,12601200
2008-12-24,42.029999,42.099998,40.900002,41.020000,41.020000,4777400
2008-12-26,41.549999,41.680000,40.450001,40.849998,40.849998,3356000
2008-12-29,40.709999,40.820000,38.520000,38.810001,38.810001,12496800
2008-12-30,39.049999,39.299999,38.500000,38.770000,38.770000,12809900
2008-12-31,38.790001,41.340000,38.790001,40.580002,40.580002,17911300
